"InvoiceDate";"FullName";"Country";"TotalInvoices";"TotalQty";"TotalDue"
"4/13/2011 17:31";"Max Wright";"United Kingdom";10;46;146.0
"4/14/2011 8:13";"John Peters";"United Kingdom";8;92;352.0
"4/14/2011 8:14";"Anna Hart";"United Kingdom";7;320;590.0
"4/14/2011 8:26";"Sue Sanderson";"United Kingdom";11;336;360.0
"4/14/2011 8:27";"Sue Sanderson";"United Kingdom";2;20;40.0
"4/14/2011 8:32";"John Ellison";"United Kingdom";24;540;1136.0
"4/14/2011 8:45";"Charles Dickens";"United Kingdom";2;44;376.0
"4/14/2011 8:46";"Charles Dickens";"United Kingdom";3;72;216.0
"4/14/2011 8:49";"Victor Hamilton";"United Kingdom";10;212;508.0
"4/14/2011 9:09";"Bella Marshall";"United Kingdom";29;369;761.0
"4/14/2011 9:18";"Virginia Langdon";"United Kingdom";35;351;511.0
"4/14/2011 9:28";"Edward Langdon";"United Kingdom";16;175;394.0
"4/14/2011 9:30";"Alexandra Simpson";"Germany";2;41;58.0
"4/14/2011 9:43";"Penelope Powell";"United Kingdom";4;89;125.0
"4/14/2011 9:56";"Nicola Hodges";"Germany";8;98;260.0
"4/14/2011 9:58";"Carolyn Kerr";"United Kingdom";2;200;300.0
"4/14/2011 10:10";"Carl Forsyth";"United Kingdom";53;96;223.0
"4/14/2011 10:13";"Felicity Mackenzie";"United Kingdom";4;400;500.0
"4/14/2011 10:17";"Kimberly Roberts";"United Kingdom";16;90;308.0
"4/14/2011 10:24";"Ryan Scott";"United Kingdom";1;-1;-58.0
"4/14/2011 10:29";"Carl Hardacre";"United Kingdom";2;-5;-8.0
"4/14/2011 10:49";"Ella Turner";"United Kingdom";5;-9;-8.0
"4/14/2011 10:52";"Lisa Tucker";"United Kingdom";1;-8;-16.0
"4/14/2011 10:54";"Heather Reid";"United Kingdom";50;551;885.0
"4/14/2011 10:54";"Abigail Hemmings";"United Kingdom";38;522;928.0
"4/14/2011 11:07";"Sebastian MacLeod";"United Kingdom";21;318;590.0
"4/14/2011 11:19";"Elizabeth White";"United Kingdom";3;56;168.0
"4/14/2011 11:19";"Boris Sutherland";"United Kingdom";3;-28;-172.0
"4/14/2011 11:22";"Sonia Henderson";"United Kingdom";1;-4;-4.0
"4/14/2011 11:26";"Neil Slater";"United Kingdom";1;-58;-58.0
"4/14/2011 11:26";"Irene Forsyth";"United Kingdom";1;-1;-2.0
"4/14/2011 11:27";"Jason Buckland";"United Kingdom";1;-6;-24.0
"4/14/2011 11:28";"Elizabeth White";"United Kingdom";2;26;52.0
"4/14/2011 11:32";"Ian Bower";"United Kingdom";4;350;700.0
"4/14/2011 11:39";"Heather Jones";"United Kingdom";5;106;40.0
"4/14/2011 11:45";"Penelope Mackenzie";"United Kingdom";35;116;202.0
"4/14/2011 11:48";"Yvonne North";"United Kingdom";38;498;750.0
"4/14/2011 11:48";"Gabrielle Henderson";"United Kingdom";53;332;755.0
"4/14/2011 12:00";"Keith Hunter";"United Kingdom";25;198;433.0
"4/14/2011 12:00";"Ryan Bower";"United Kingdom";5;84;186.0
"4/14/2011 12:01";"Irene Forsyth";"United Kingdom";22;84;117.0
"4/14/2011 12:12";"Bernadette Parsons";"United Kingdom";21;304;432.0
"4/14/2011 12:28";"Katherine Piper";"United Kingdom";2;-2;-12.0
"4/14/2011 12:31";"Neil Thomson";"United Kingdom";36;86;230.0
"4/14/2011 12:35";"Irene McGrath";"United Kingdom";10;102;302.0
"4/14/2011 12:38";"David Peters";"United Kingdom";8;68;157.0
"4/14/2011 12:39";"Neil Lewis";"United Kingdom";4;1176;1608.0
"4/14/2011 12:41";"Julian White";"United Kingdom";16;114;330.0
"4/14/2011 12:42";"Diana Thomson";"United Kingdom";23;215;464.0
"4/14/2011 12:43";"Julian White";"United Kingdom";6;74;120.0
"4/14/2011 13:12";"Deirdre Hudson";"United Kingdom";2;-3;-12.0
"4/14/2011 13:17";"Austin Parr";"United Kingdom";18;317;613.0
"4/14/2011 13:17";"Natalie Avery";"United Kingdom";56;207;507.0
"4/14/2011 13:27";"Simon Vance";"United Kingdom";11;114;70.0
"4/14/2011 13:33";"Katherine Piper";"United Kingdom";20;127;208.0
"4/14/2011 13:50";"Ryan Chapman";"United Kingdom";22;441;845.0
"4/14/2011 13:52";"Virginia Howard";"United Kingdom";2;360;1080.0
"4/14/2011 13:56";"Natalie Blake";"United Kingdom";12;108;300.0
"4/14/2011 13:59";"Fiona Glover";"Germany";56;656;1970.0
"4/14/2011 14:02";"Jonathan Ogden";"United Kingdom";28;124;150.0
"4/14/2011 14:14";"Natalie Bailey";"United Kingdom";54;139;308.0
"4/14/2011 14:15";"Sean Buckland";"France";31;287;723.0
"4/14/2011 14:23";"Sean Buckland";"France";1;-3;-54.0
"4/14/2011 14:36";"Penelope Marshall";"United Kingdom";14;100;188.0
"4/14/2011 14:37";"Melanie Poole";"United Kingdom";21;214;329.0
"4/14/2011 14:39";"Max Bailey";"United Kingdom";1;12;60.0
"4/14/2011 14:41";"Boris Sutherland";"United Kingdom";1;11;143.0
"4/14/2011 14:43";"Alison Murray";"United Kingdom";23;115;168.0
"4/14/2011 14:45";"Melanie Poole";"United Kingdom";3;35;105.0
"4/14/2011 14:54";"Maria Jackson";"United Kingdom";12;104;164.0
"4/14/2011 15:02";"Ryan Quinn";"United Kingdom";4;600;504.0
"4/14/2011 15:26";"Felicity Rampling";"United Kingdom";19;66;132.0
"4/14/2011 15:39";"Kevin Piper";"United Kingdom";23;869;1017.0
"4/14/2011 15:46";"Jack Graham";"United Kingdom";14;662;1466.0
"4/14/2011 15:46";"Harry Slater";"United Kingdom";4;124;276.0
"4/14/2011 15:58";"Jennifer Peters";"United Kingdom";19;114;430.0
"4/14/2011 16:23";"Nicola Hodges";"Germany";9;80;162.0
"4/14/2011 16:26";"Jennifer Peters";"United Kingdom";33;351;905.0
"4/14/2011 16:31";"Una White";"United Kingdom";8;338;398.0
"4/14/2011 16:34";"Christian Wallace";"United Kingdom";2;-2;-2.0
"4/14/2011 16:38";"Kimberly Young";"United Kingdom";20;276;300.0
"4/14/2011 16:41";"Deirdre Slater";"United Kingdom";15;111;230.0
"4/14/2011 16:41";"Sonia Henderson";"United Kingdom";1;-1;-1.0
"4/14/2011 16:43";"Gordon Wilson";"United Kingdom";1;-3;-12.0
"4/14/2011 16:53";"Connor Wilkins";"Germany";1;-1;-1.0
"4/14/2011 16:54";"Brian Slater";"United Kingdom";1;-3;0.0
"4/14/2011 16:58";"Felicity Hill";"United Kingdom";9;82;190.0
"4/14/2011 17:07";"Emma Short";"United Kingdom";6;-22;-6.0
"4/14/2011 17:13";"Megan McGrath";"United Kingdom";2;-7;-16.0
"4/14/2011 17:17";"Fiona Vaughan";"United Kingdom";1;-2;-4.0
"4/14/2011 17:25";"Felicity Bailey";"Germany";24;228;459.0
"4/14/2011 17:29";"Piers Paige";"United Kingdom";13;116;182.0
"4/14/2011 17:33";"Stephen Avery";"United Kingdom";17;153;387.0
"4/14/2011 17:43";"Melanie Poole";"United Kingdom";21;-214;-329.0
"4/14/2011 17:44";"William Walsh";"United Kingdom";6;248;340.0
"4/14/2011 17:58";"Dylan Bailey";"United Kingdom";73;788;1237.0
"4/14/2011 18:02";"Gavin Glover";"United Kingdom";9;103;101.0
"4/14/2011 18:22";"Sophie Kelly";"United Kingdom";15;81;586.0
"4/14/2011 18:28";"Tracey Murray";"United Kingdom";8;106;514.0
"4/14/2011 18:40";"Phil Powell";"Germany";6;29;252.0
"4/14/2011 18:57";"Bernadette Greene";"Switzerland";23;197;707.0
"4/14/2011 19:15";"Richard Butler";"United Kingdom";23;59;233.0
"4/14/2011 19:16";"Brandon Ogden";"United Kingdom";9;43;146.0
"4/14/2011 19:59";"Carolyn Lyman";"United Kingdom";21;119;253.0
"4/15/2011 8:45";"Faith Wilson";"Finland";10;159;270.0
"4/15/2011 9:27";"Sam Lambert";"United Kingdom";91;866;1994.0
"4/15/2011 9:43";"Bernadette Hardacre";"United Kingdom";8;265;337.0
"4/15/2011 9:55";"Tracey Howard";"United Kingdom";3;-3;-6.0
"4/15/2011 10:09";"Tracey Howard";"United Kingdom";64;244;416.0
"4/15/2011 10:14";"Abigail Turner";"United Kingdom";4;8;40.0
"4/15/2011 10:19";"Wanda Hodges";"United Kingdom";1;12;36.0
"4/15/2011 10:20";"Steven Hughes";"United Kingdom";18;242;432.0
"4/15/2011 10:21";"Steven Hughes";"United Kingdom";2;16;68.0
"4/15/2011 10:25";"Christian Poole";"Brazil";32;356;1164.0
"4/15/2011 10:27";"Max Quinn";"United Kingdom";19;166;757.0
"4/15/2011 11:06";"Evan Coleman";"United Kingdom";7;56;154.0
"4/15/2011 11:15";"Steven Chapman";"United Kingdom";7;190;368.0
"4/15/2011 11:31";"Lisa MacDonald";"United Kingdom";8;100;32.0
"4/15/2011 11:36";"Amanda Marshall";"United Kingdom";12;86;247.0
"4/15/2011 11:44";"Amelia Hunter";"United Kingdom";19;222;286.0
"4/15/2011 11:47";"Donna Rees";"United Kingdom";9;66;192.0
"4/15/2011 12:05";"Stephanie Smith";"United Kingdom";11;108;354.0
"4/15/2011 12:10";"Nicholas Bell";"United Kingdom";4;32;74.0
"4/15/2011 12:14";"Claire Chapman";"United Kingdom";29;3843;361.0
"4/15/2011 12:23";"Richard Ince";"United Kingdom";23;190;370.0
"4/15/2011 12:35";"Boris Thomson";"United Kingdom";15;114;282.0
"4/15/2011 12:48";"Jason Burgess";"United Kingdom";2;44;212.0
"4/15/2011 12:48";"Simon Tucker";"Sweden";22;201;487.0
"4/15/2011 13:16";"Andrea Duncan";"United Kingdom";40;321;705.0
"4/15/2011 13:31";"Eric Peake";"United Kingdom";37;316;481.0
"4/15/2011 13:48";"Bernadette Greene";"Switzerland";2;101;240.0
"4/15/2011 13:56";"Jason Marshall";"United Kingdom";9;80;140.0
"4/15/2011 14:05";"Joseph Vaughan";"United Kingdom";19;440;676.0
"4/15/2011 14:10";"Sam Black";"Belgium";11;77;115.0
"4/15/2011 14:14";"Hannah Martin";"United Kingdom";18;148;333.0
"4/15/2011 14:14";"Jake MacLeod";"United Kingdom";8;140;330.0
"4/15/2011 14:15";"Colin Quinn";"United Kingdom";9;73;138.0
"4/15/2011 14:21";"Jack Jackson";"United Kingdom";32;148;153.0
"4/15/2011 14:32";"Carol Skinner";"United Kingdom";18;193;271.0
"4/15/2011 14:45";"Jonathan Wallace";"United Kingdom";21;161;353.0
"4/15/2011 15:17";"Alison Hunter";"United Kingdom";9;46;167.0
"4/15/2011 15:31";"Dorothy Chapman";"United Kingdom";7;11;60.0
"4/15/2011 15:54";"Caroline Hardacre";"United Kingdom";17;109;144.0
"4/15/2011 15:58";"Robert White";"United Kingdom";40;205;271.0
"4/15/2011 16:11";"Chloe Ferguson";"United Kingdom";38;155;206.0
"4/15/2011 16:46";"Julia Blake";"United Kingdom";22;720;2826.0
"4/17/2011 10:10";"Gordon Nolan";"United Kingdom";1;-1;-4.0
"4/17/2011 10:15";"Gordon Nolan";"United Kingdom";18;172;339.0
"4/17/2011 10:17";"Mary Wilkins";"EIRE";25;151;440.0
"4/17/2011 10:21";"Matt Carr";"United Kingdom";15;232;178.0
"4/17/2011 10:27";"Ava Metcalfe";"United Kingdom";17;219;297.0
"4/17/2011 10:27";"Victoria Gill";"United Kingdom";25;560;319.0
"4/17/2011 10:38";"Claire Fraser";"United Kingdom";1;-1;-17.0
"4/17/2011 10:56";"Blake Bond";"United Kingdom";4;80;336.0
"4/17/2011 10:57";"Anna Black";"United Kingdom";1;200;400.0
"4/17/2011 10:59";"Hannah Clark";"United Kingdom";1;12;84.0
"4/17/2011 11:04";"Austin Grant";"United Kingdom";25;806;812.0
"4/17/2011 11:04";"Ryan Kelly";"United Kingdom";27;48;101.0
"4/17/2011 11:18";"Boris Sutherland";"United Kingdom";17;361;294.0
"4/17/2011 11:21";"James White";"France";27;377;508.0
"4/17/2011 11:30";"Claire Fraser";"United Kingdom";18;79;225.0
"4/17/2011 11:44";"Deirdre Davies";"United Kingdom";17;290;260.0
"4/17/2011 11:45";"Carol Turner";"United Kingdom";19;219;287.0
"4/17/2011 11:56";"Austin Dickens";"United Kingdom";25;194;371.0
"4/17/2011 12:25";"Amelia Smith";"United Kingdom";29;129;122.0
"4/17/2011 12:37";"Katherine Graham";"United Kingdom";14;55;128.0
"4/17/2011 12:37";"Alexander Ross";"United Kingdom";59;242;370.0
"4/17/2011 12:38";"Alexander Ross";"United Kingdom";30;106;218.0
"4/17/2011 12:49";"Owen Harris";"United Kingdom";38;66;121.0
"4/17/2011 12:53";"Katherine Graham";"United Kingdom";34;52;162.0
"4/17/2011 12:57";"Andrew Alsop";"United Kingdom";31;734;760.0
"4/17/2011 13:02";"Stewart Hill";"United Kingdom";18;185;293.0
"4/17/2011 13:04";"Kimberly Harris";"United Kingdom";18;127;305.0
"4/17/2011 13:05";"Anne Robertson";"United Kingdom";20;166;108.0
"4/17/2011 13:07";"Donna King";"United Kingdom";28;335;544.0
"4/17/2011 13:18";"Nicholas Kelly";"United Kingdom";29;123;148.0
"4/17/2011 13:20";"Ava Arnold";"United Kingdom";20;175;288.0
"4/17/2011 13:27";"Amelia Walker";"United Kingdom";3;36;60.0
"4/17/2011 13:43";"Audrey Hodges";"United Kingdom";97;235;271.0
"4/17/2011 13:53";"Jack Wilson";"United Kingdom";60;127;226.0
"4/17/2011 14:05";"Jason Slater";"United Kingdom";15;111;287.0
"4/17/2011 14:06";"Jason Slater";"United Kingdom";7;53;206.0
"4/17/2011 14:09";"Paul Wright";"United Kingdom";26;256;429.0
"4/17/2011 14:36";"Nicola Lawrence";"United Kingdom";12;15;120.0
"4/17/2011 14:55";"Boris Sutherland";"United Kingdom";9;98;256.0
"4/17/2011 15:29";"Christian Hodges";"United Kingdom";1;1;2.0
"4/17/2011 15:33";"Carol Carr";"France";4;25;84.0
"4/17/2011 15:40";"Tim Johnston";"United Kingdom";18;85;306.0
"4/17/2011 15:53";"Joshua Dickens";"United Kingdom";5;50;70.0
"4/17/2011 15:53";"Anna Manning";"United Kingdom";19;210;356.0
"4/17/2011 15:55";"Anna Manning";"United Kingdom";25;215;396.0
"4/17/2011 15:56";"Faith Morgan";"United Kingdom";5;70;189.0
"4/18/2011 9:00";"Jake Anderson";"Japan";14;6432;1248.0
"4/18/2011 9:06";"Ruth Simpson";"United Kingdom";1;4;52.0
"4/18/2011 9:31";"Warren Cameron";"United Kingdom";14;112;318.0
"4/18/2011 9:33";"Christopher Smith";"United Kingdom";17;206;314.0
"4/18/2011 9:38";"Boris McLean";"United Kingdom";17;216;378.0
"4/18/2011 9:39";"Max Martin";"United Kingdom";1;-1;-11.0
"4/18/2011 10:04";"Harry Piper";"United Kingdom";46;358;810.0
"4/18/2011 10:20";"Harry Piper";"United Kingdom";14;160;198.0
"4/18/2011 10:21";"Eric Grant";"United Kingdom";28;125;201.0
"4/18/2011 10:28";"Phil Powell";"Germany";1;1;223.0
"4/18/2011 10:29";"Carl Forsyth";"United Kingdom";6;-7;-12.0
"4/18/2011 10:29";"Phil Powell";"Germany";1;-1;-223.0
"4/18/2011 10:34";"Molly Edmunds";"United Kingdom";2;-9;-11.0
"4/18/2011 10:35";"Joe Dickens";"United Kingdom";5;91;147.0
"4/18/2011 10:37";"Austin Berry";"United Kingdom";1;-4;-36.0
"4/18/2011 10:41";"Carl Forsyth";"United Kingdom";53;149;322.0
"4/18/2011 10:55";"Virginia Peake";"United Kingdom";36;84;401.0
"4/18/2011 11:10";"Victor Murray";"United Kingdom";20;997;620.0
"4/18/2011 11:13";"Austin Berry";"United Kingdom";12;146;668.0
"4/18/2011 11:20";"Ryan Wilson";"United Kingdom";1;-1;-8.0
"4/18/2011 11:29";"Dominic Robertson";"United Kingdom";8;36;148.0
"4/18/2011 11:31";"Nicholas Robertson";"France";2;-61;-71.0
"4/18/2011 11:45";"Victor Murray";"United Kingdom";1;4;36.0
"4/18/2011 11:53";"Leonard Mackenzie";"United Kingdom";43;202;219.0
"4/18/2011 11:59";"Penelope Fraser";"United Kingdom";33;316;540.0
"4/18/2011 12:06";"Victoria Wilson";"United Kingdom";6;-6;-48.0
"4/18/2011 12:14";"Sophie Lyman";"United Kingdom";21;76;177.0
"4/18/2011 12:16";"Jasmine McLean";"United Kingdom";42;240;696.0
"4/18/2011 12:17";"Ruth Oliver";"United Kingdom";26;122;457.0
"4/18/2011 12:25";"Kevin Kerr";"Belgium";12;204;316.0
"4/18/2011 12:28";"Oliver Coleman";"United Kingdom";3;-4;-6.0
"4/18/2011 12:36";"Maria Murray";"United Kingdom";24;226;509.0
"4/18/2011 12:36";"Ryan Wilson";"United Kingdom";52;138;402.0
"4/18/2011 12:42";"Penelope Fraser";"United Kingdom";4;7;22.0
"4/18/2011 12:45";"Jane Ogden";"United Kingdom";3;109;345.0
"4/18/2011 12:47";"Natalie Stewart";"United Kingdom";1;72;72.0
"4/18/2011 12:55";"Jessica Paterson";"United Kingdom";2;-6;-50.0
"4/18/2011 12:56";"Sally Forsyth";"United Kingdom";7;70;198.0
"4/18/2011 12:58";"Blake Edmunds";"United Kingdom";3;72;120.0
"4/18/2011 13:00";"Natalie Stewart";"United Kingdom";1;-6;-6.0
"4/18/2011 13:02";"Kimberly Gray";"United Kingdom";3;-3;-15.0
"4/18/2011 13:08";"Neil Ogden";"United Kingdom";5;-9014;-24608.0
"4/18/2011 13:12";"Felicity Alsop";"United Kingdom";14;750;1188.0
"4/18/2011 13:17";"Gabrielle Bell";"United Kingdom";47;126;164.0
"4/18/2011 13:20";"Neil Ogden";"United Kingdom";5;9014;20708.0
"4/18/2011 13:22";"David Morrison";"United Kingdom";17;138;212.0
"4/18/2011 13:28";"Andrea Greene";"United Kingdom";2;-9;-18.0
"4/18/2011 13:30";"Oliver Coleman";"United Kingdom";63;362;470.0
"4/18/2011 13:31";"Sonia Peake";"United Kingdom";4;31;115.0
"4/18/2011 13:34";"Julia Graham";"United Kingdom";1;-2;-4.0
"4/18/2011 13:36";"Charles Hunter";"United Kingdom";32;126;243.0
"4/18/2011 13:43";"Virginia Wright";"United Kingdom";27;238;388.0
"4/18/2011 13:46";"Kevin Powell";"United Kingdom";31;159;170.0
"4/18/2011 13:52";"Charles Hunter";"United Kingdom";1;-2;-6.0
"4/18/2011 13:54";"Sebastian McGrath";"United Kingdom";32;104;192.0
"4/18/2011 13:59";"Felicity Alsop";"United Kingdom";21;-62;-140.0
"4/18/2011 14:00";"Virginia Howard";"United Kingdom";2;36;108.0
"4/18/2011 14:01";"Rose Lambert";"United Kingdom";92;365;687.0
"4/18/2011 14:01";"Rachel Dowd";"United Kingdom";18;157;331.0
"4/18/2011 14:01";"Joseph Walsh";"United Kingdom";36;513;671.0
"4/18/2011 14:05";"Melanie Poole";"United Kingdom";27;173;187.0
"4/18/2011 14:08";"Michelle Grant";"United Kingdom";9;33;167.0
"4/18/2011 14:12";"Ryan Wilson";"United Kingdom";4;18;38.0
"4/18/2011 14:12";"Jessica Paterson";"United Kingdom";1;-2;-14.0
"4/18/2011 14:14";"Katherine Piper";"United Kingdom";1;-3;-6.0
"4/18/2011 14:15";"Diana Thomson";"United Kingdom";3;-17;-33.0
"4/18/2011 14:16";"Bernadette Parsons";"United Kingdom";1;-2;-4.0
"4/18/2011 14:21";"Carol Poole";"United Kingdom";11;122;184.0
"4/18/2011 14:27";"Jason Gill";"United Kingdom";29;288;238.0
"4/18/2011 14:30";"Ryan Wilson";"United Kingdom";1;-6;-36.0
"4/18/2011 14:32";"Owen Morrison";"United Kingdom";16;78;304.0
"4/18/2011 14:37";"Ryan Wilson";"United Kingdom";1;4;20.0
"4/18/2011 14:44";"Warren Oliver";"United Kingdom";9;21;145.0
"4/18/2011 14:50";"Phil Jones";"United Kingdom";38;818;1009.0
"4/18/2011 14:54";"Phil Jones";"United Kingdom";7;-14;-26.0
"4/18/2011 15:00";"Max King";"United Kingdom";14;74;213.0
"4/18/2011 15:08";"Sophie Quinn";"United Kingdom";2;160;480.0
"4/18/2011 15:14";"Anna Poole";"United Kingdom";15;37;97.0
"4/18/2011 15:31";"Grace Metcalfe";"United Kingdom";17;153;293.0
"4/18/2011 15:43";"Claire Martin";"United Kingdom";14;145;299.0
"4/18/2011 16:25";"Felicity Alsop";"United Kingdom";1;-6;-54.0
"4/18/2011 16:31";"Pippa Payne";"United Kingdom";105;287;358.0
"4/18/2011 16:37";"Anne Duncan";"United Kingdom";38;236;341.0
"4/18/2011 16:49";"Lauren Rees";"United Kingdom";13;192;346.0
"4/18/2011 17:29";"Kevin Parr";"United Kingdom";56;128;216.0
"4/18/2011 17:32";"Kevin Parr";"United Kingdom";1;9;90.0
"4/19/2011 8:17";"Karen Fisher";"United Kingdom";29;316;596.0
"4/19/2011 8:55";"Claire Coleman";"United Kingdom";21;162;371.0
"4/19/2011 9:31";"Cameron Gray";"United Kingdom";30;294;580.0
"4/19/2011 9:43";"Stephen Cornish";"United Kingdom";22;232;334.0
"4/19/2011 9:49";"John Henderson";"United Kingdom";23;267;448.0
"4/19/2011 10:04";"William Campbell";"United Kingdom";34;478;381.0
"4/19/2011 10:08";"Leonard Anderson";"United Kingdom";15;145;270.0
"4/19/2011 10:08";"Ryan Scott";"United Kingdom";4;264;504.0
"4/19/2011 10:19";"Carolyn Watson";"United Kingdom";27;307;479.0
"4/19/2011 10:40";"Matt Hunter";"United Kingdom";20;155;335.0
"4/19/2011 10:48";"Eric MacLeod";"Germany";50;616;1400.0
"4/19/2011 10:49";"Simon Marshall";"United Kingdom";10;81;191.0
"4/19/2011 10:49";"William Graham";"United Kingdom";1;-1;-158.0
"4/19/2011 10:52";"Victor Murray";"United Kingdom";2;-11;-22.0
"4/19/2011 10:59";"Kylie Edmunds";"United Kingdom";1;12;36.0
"4/19/2011 11:02";"Irene Forsyth";"United Kingdom";34;74;107.0
"4/19/2011 11:03";"Irene McGrath";"United Kingdom";1;-2;-10.0
"4/19/2011 11:08";"Gabrielle Wilson";"United Kingdom";1;-4;-16.0
"4/19/2011 11:19";"Colin Quinn";"United Kingdom";9;72;154.0
"4/19/2011 11:20";"Jane Sharp";"United Kingdom";1;-18;-54.0
"4/19/2011 11:25";"James Ball";"United Kingdom";2;-8;-5.0
"4/19/2011 11:26";"Diane Nash";"United Kingdom";2;-3;-12.0
"4/19/2011 11:27";"Julian McLean";"United Kingdom";8;89;138.0
"4/19/2011 11:31";"Sonia Henderson";"United Kingdom";2;-13;-16.0
"4/19/2011 11:46";"Austin Paige";"United Kingdom";8;70;140.0
"4/19/2011 11:52";"Wanda Ince";"United Kingdom";19;368;268.0
"4/19/2011 12:08";"Madeleine Marshall";"Italy";8;208;236.0
"4/19/2011 12:17";"Christopher Ince";"United Kingdom";23;68;225.0
"4/19/2011 12:19";"Jacob Clark";"United Kingdom";1;462;924.0
"4/19/2011 12:21";"Kevin Parr";"United Kingdom";1;-9;-90.0
"4/19/2011 12:22";"Kevin Parr";"United Kingdom";1;9;90.0
"4/19/2011 12:23";"Nicola Hodges";"Germany";1;-6;-24.0
"4/19/2011 12:26";"Ryan Slater";"United Kingdom";21;35;161.0
"4/19/2011 12:26";"David Buckland";"United Kingdom";21;470;850.0
"4/19/2011 12:40";"Andrew Jackson";"United Kingdom";3;-3;-21.0
"4/19/2011 12:41";"Lily Bond";"United Kingdom";22;293;248.0
"4/19/2011 12:59";"Kevin Gill";"United Kingdom";13;270;390.0
"4/19/2011 13:03";"Zoe Gibson";"United Kingdom";21;191;406.0
"4/19/2011 13:09";"Mary Wilkins";"EIRE";21;234;390.0
"4/19/2011 13:21";"Angela Hardacre";"United Kingdom";7;70;158.0
"4/19/2011 13:39";"Connor Wilkins";"Germany";22;407;870.0
"4/19/2011 13:41";"Angela Roberts";"United Kingdom";43;97;156.0
"4/19/2011 13:49";"Andrew Jackson";"United Kingdom";58;503;873.0
"4/19/2011 13:56";"Jack James";"United Kingdom";6;78;108.0
"4/19/2011 13:57";"Jonathan Fisher";"United Kingdom";7;68;112.0
"4/19/2011 14:02";"Wendy Vaughan";"Germany";7;468;320.0
"4/19/2011 14:23";"Carolyn Marshall";"United Kingdom";32;250;172.0
"4/19/2011 14:36";"William Berry";"United Kingdom";26;177;454.0
"4/19/2011 14:37";"Thomas King";"United Kingdom";7;89;61.0
"4/19/2011 14:48";"Connor Dyer";"United Kingdom";9;48;177.0
"4/19/2011 14:49";"Bella Butler";"United Kingdom";65;2621;908.0
"4/19/2011 14:51";"Edward Young";"United Kingdom";20;154;354.0
"4/19/2011 14:56";"Stewart Lee";"United Kingdom";35;42;151.0
"4/19/2011 14:57";"Joan Murray";"United Kingdom";44;185;279.0
"4/19/2011 15:02";"Bella Butler";"United Kingdom";2;22;24.0
"4/19/2011 15:20";"Nicholas Morgan";"United Kingdom";6;156;420.0
"4/19/2011 15:39";"Hannah Bond";"United Kingdom";55;187;395.0
"4/19/2011 15:46";"Dorothy Robertson";"United Kingdom";29;369;295.0
"4/19/2011 16:09";"Jake MacLeod";"United Kingdom";1;-1;-13.0
"4/19/2011 16:14";"Gabrielle Bell";"United Kingdom";7;84;8.0
"4/19/2011 16:19";"Alison Duncan";"USA";22;137;384.0
"4/19/2011 16:30";"Natalie Mathis";"United Kingdom";1;3;12.0
"4/19/2011 16:31";"Natalie Mathis";"United Kingdom";6;53;144.0
"4/19/2011 16:32";"Ian Martin";"United Kingdom";4;-6;-15.0
"4/19/2011 16:33";"Ava Poole";"United Kingdom";2;-8;-28.0
"4/19/2011 16:36";"Ava Poole";"United Kingdom";2;-3;-7.0
"4/19/2011 16:37";"Ava Poole";"United Kingdom";1;6;24.0
"4/19/2011 16:39";"Amanda Marshall";"United Kingdom";1;-3;-18.0
"4/19/2011 16:52";"Trevor Young";"United Kingdom";126;245;486.0
"4/19/2011 17:19";"Justin Newman";"United Kingdom";9;24;115.0
"4/20/2011 8:07";"Una Martin";"United Kingdom";22;308;372.0
"4/20/2011 8:24";"William Walsh";"United Kingdom";4;296;326.0
"4/20/2011 9:01";"Andrea Morrison";"United Kingdom";2;96;288.0
"4/20/2011 9:02";"Sarah Cornish";"United Kingdom";18;248;291.0
"4/20/2011 9:03";"Theresa Johnston";"United Kingdom";1;10;70.0
"4/20/2011 9:20";"Connor Powell";"France";18;200;576.0
"4/20/2011 9:29";"Michael Fraser";"United Kingdom";27;312;580.0
"4/20/2011 9:30";"Michael Fraser";"United Kingdom";2;20;40.0
"4/20/2011 9:31";"Stewart Vance";"Germany";14;232;428.0
"4/20/2011 9:31";"Sophie Lyman";"United Kingdom";1;-1;-3.0
"4/20/2011 9:35";"Ruth Baker";"United Kingdom";23;503;375.0
"4/20/2011 9:48";"Michael Bower";"United Kingdom";6;5040;0.0
"4/20/2011 9:49";"Bernadette Greene";"Switzerland";1;-6;-48.0
"4/20/2011 10:04";"David Anderson";"United Kingdom";1;8;104.0
"4/20/2011 10:04";"Lily Skinner";"United Kingdom";9;66;108.0
"4/20/2011 10:10";"Bernadette Greene";"Switzerland";2;0;0.0
"4/20/2011 10:28";"Faith Morgan";"United Kingdom";9;160;418.0
"4/20/2011 10:29";"Faith Morgan";"United Kingdom";2;64;264.0
"4/20/2011 10:39";"Tracey Turner";"United Kingdom";12;126;268.0
"4/20/2011 10:48";"Colin Glover";"United Kingdom";9;141;337.0
"4/20/2011 10:53";"Stewart Hill";"United Kingdom";3;-5;-6.0
"4/20/2011 11:05";"Joan Miller";"United Kingdom";9;1736;2568.0
"4/20/2011 11:06";"William Graham";"United Kingdom";3;328;1204.0
"4/20/2011 11:06";"Yvonne Reid";"United Kingdom";39;364;876.0
"4/20/2011 11:11";"Yvonne Reid";"United Kingdom";1;1;13.0
"4/20/2011 11:12";"Hannah Martin";"United Kingdom";19;320;496.0
